#COORD
GSM
#START
2013 03 17 00 00 00 0    -1.75392344    -2.90153039    -0.09582734
2013 03 17 00 01 00 0    -1.71410966    -2.89297165    -0.09287315
2013 03 17 00 02 00 0    -1.67404683    -2.88399236    -0.08990052
2013 03 17 00 03 00 0    -1.63373457    -2.87458312    -0.08690980
2013 03 17 00 04 00 0    -1.59317258    -2.86473420    -0.08390138
2013 03 17 00 05 00 0    -1.55236065    -2.85443556    -0.08087567
2013 03 17 00 06 00 0    -1.51129861    -2.84367679    -0.07783310
2013 03 17 00 07 00 0    -1.46998651    -2.83244712    -0.07477412
2013 03 17 00 08 00 0    -1.42842441    -2.82073541    -0.07169923
2013 03 17 00 09 00 0    -1.38661253    -2.80853009    -0.06860892
2013 03 17 00 10 00 0    -1.34455122    -2.79581917    -0.06550375
2013 03 17 00 11 00 0    -1.30224098    -2.78259025    -0.06238428
2013 03 17 00 12 00 0    -1.25968247    -2.76883042    -0.05925111
2013 03 17 00 13 00 0    -1.21687653    -2.75452633    -0.05610490
2013 03 17 00 14 00 0    -1.17382421    -2.73966407    -0.05294632
2013 03 17 00 15 00 0    -1.13052676    -2.72422925    -0.04977608
2013 03 17 00 16 00 0    -1.08698567    -2.70820687    -0.04659495
2013 03 17 00 17 00 0    -1.04320267    -2.69158136    -0.04340374
2013 03 17 00 18 00 0    -0.99917984    -2.67433654    -0.04020329
2013 03 17 00 19 00 0    -0.95491952    -2.65645557    -0.03699451
2013 03 17 00 20 00 0    -0.91042440    -2.63792092    -0.03377836
2013 03 17 00 21 00 0    -0.86569754    -2.61871434    -0.03055585
2013 03 17 00 22 00 0    -0.82074243    -2.59881683    -0.02732808
2013 03 17 00 23 00 0    -0.77556302    -2.57820859    -0.02409617
2013 03 17 00 24 00 0    -0.73016375    -2.55686899    -0.02086135
2013 03 17 00 25 00 0    -0.68454962    -2.53477651    -0.01762490
2013 03 17 00 26 00 0    -0.63872622    -2.51190871    -0.01438821
2013 03 17 00 27 00 0    -0.59269982    -2.48824218    -0.01115274
2013 03 17 00 28 00 0    -0.54647744    -2.46375247    -0.00792004
2013 03 17 00 29 00 0    -0.50006687    -2.43841406    -0.00469176
2013 03 17 00 30 00 0    -0.45347688    -2.41220032    -0.00146968
2013 03 17 00 31 00 0    -0.40671715    -2.38508341     0.00174431
2013 03 17 00 32 00 0    -0.35979848    -2.35703425     0.00494821
2013 03 17 00 33 00 0    -0.31273288    -2.32802245     0.00813987
2013 03 17 00 34 00 0    -0.26553369    -2.29801624     0.01131698
2013 03 17 00 35 00 0    -0.21821575    -2.26698243     0.01447710
2013 03 17 00 36 00 0    -0.17079550    -2.23488633     0.01761757
